BSN;Name;PLZ;Adresse;City;Latitude;Longitude;;;;;;;;;;;;;
11G09;Bürgermeister-Ziethen-Schule (Grundschule);10315;Massower Str. 39;Berlin;52.50818;13.5167;;;;;;;;;;;;;
05G12;Grundschule am Weinmeisterhorn;13593;Daberkowstr. 27;Berlin;52.50835;13.17431;;;;;;;;;;;;;
02P23;Concept Berufliche Schulen gGmbH Berlin;10245;Revaler Str. 100;Berlin;52.50841;13.45006;;;;;;;;;;;;;
10K13;13. Schule (Integrierte Sekundarschule);12623;An der Schule 41-59;Berlin;52.50858;13.61554;;;;;;;;;;;;;
04P39;Berlin British School (Grundschule);14055;Dickensweg 17-19;Berlin;52.50876;13.23675;;;;;;;;;;;;;
04K02;Friedensburg-Schule;10623;Goethestr. 8-9;Berlin;52.50899;13.32131;;;;;;;;;;;;;
04G01;Eichendorff-Grundschule;10625;Goethestr. 19;Berlin;52.5091;13.31283;;;;;;;;;;;;;
02G09;Zille-Grundschule;10245;Boxhagener Str. 46;Berlin;52.50912;13.46509;;;;;;;;;;;;;
01P06;Canisius-Kolleg;10785;Tiergartenstr. 30-31;Berlin;52.50933;13.35476;;;;;;;;;;;;;
04G02;Lietzensee-Grundschule;14057;Witzlebenstr. 34-35;Berlin;52.50937;13.29475;;;;;;;;;;;;;
04P37;Campus Berufsbildung e.V.;10627;Wilmersdorfer Str. 126-127;Berlin;52.50963;13.30602;;;;;;;;;;;;;
04P24;Moser-Schule - Schweizer Gymnasium;14052;Badenallee 31-32;Berlin;52.50964;13.26319;;;;;;;;;;;;;
11G08;Robinson-Schule (Grundschule);10317;Wönnichstr. 7;Berlin;52.50979;13.50077;;;;;;;;;;;;;
11G07;Hermann-Gmeiner-Schule (Grundschule);10365;Harnackstr. 17;Berlin;52.51004;13.486;;;;;;;;;;;;;
01P11;Plan B Berufsfachschule für Altenpflege des Europäischen Bildungswerks für Beruf und Gesellschaft gGmbH;10179;Alte Jakobstr. 79-80;Berlin;52.51022;13.40802;;;;;;;;;;;;;
02Y05;Dathe-Gymnasium;10243;Helsingforser Str. 11-13;Berlin;52.51026;13.44543;;;;;;;;;;;;;
11P01;Katholische Schule Sankt Mauritius (Grundschule);10365;Schulze-Boysen-Str. 28;Berlin;52.51026;13.47898;;;;;;;;;;;;;
01P39;GPB College gGmbH;10117;Beuthstr. 8;Berlin;52.51037;13.40173;;;;;;;;;;;;;
04Y05;Herder-Gymnasium;14052;Westendallee 45-46;Berlin;52.51059;13.25845;;;;;;;;;;;;;
04B07;OSZ Körperpflege;10625;Schillerstr. 120;Berlin;52.51077;13.31876;;;;;;;;;;;;;
04Y01;Schiller-Gymnasium;10625;Schillerstr. 125-127;Berlin;52.51105;13.32155;;;;;;;;;;;;;
05K08;Schule an der Haveldüne (Integrierte Sekundarschule);13595;Jaczostr. 53-67;Berlin;52.51113;13.18607;;;;;;;;;;;;;
04P04;Katholische Schule Liebfrauen (Gymnasium);14050;Ahornallee 33;Berlin;52.51122;13.27505;;;;;;;;;;;;;
04P01;Katholische Schule Herz Jesu (Grundschule);14055;Insterburgallee 8-10;Berlin;52.51122;13.25293;;;;;;;;;;;;;
11K02;Mildred-Harnack-Schule;10365;Schulze-Boysen-Str. 12;Berlin;52.5113;13.48154;;;;;;;;;;;;;
10G26;Friedrich-Schiller-Grundschule;12623;An der Schule 13-17;Berlin;52.51143;13.61508;;;;;;;;;;;;;
04Y06;Heinz-Berggruen-Gymnasium;14052;Bayernallee 4;Berlin;52.51144;13.26677;;;;;;;;;;;;;
11G06;Adam-Ries-Schule (Grundschule);10315;Alt-Friedrichsfelde 66;Berlin;52.51147;13.53188;;;;;;;;;;;;;
02G08;Grundschule am Traveplatz;10247;Jessnerstr. 24-32;Berlin;52.51154;13.47203;;;;;;;;;;;;;
10Y02;Otto-Nagel-Gymnasium;12683;Schulstr. 11;Berlin;52.51186;13.54958;;;;;;;;;;;;;
04B02;Hans-Litten-Schule (OSZ Recht und Wirtschaft);14059;Danckelmannstr. 26-28;Berlin;52.51195;13.29119;;;;;;;;;;;;;
01P23;Evangelische Schule Berlin Zentrum (Gemeinschaftsschule);10179;Wallstr. 32;Berlin;52.51213;13.41054;;;;;;;;;;;;;
02P30;Concept - Fachschule für Sozialpädagogik;10243;Gubener Str. 47;Berlin;52.51214;13.44855;;;;;;;;;;;;;
04B04;Ruth-Cohn-Schule (OSZ Sozialwesen);10625;Bismarckstr. 20;Berlin;52.5124;13.31315;;;;;;;;;;;;;
01B05;Staatliche Wirtschaftsfachschule für Hotellerie und Gastronomie Berlin;10117;Niederwallstr. 6-7;Berlin;52.51266;13.39829;;;;;;;;;;;;;
02G34;Jane-Goodall-Grundschule;10247;Scharnweberstr. 19;Berlin;52.51275;13.46782;;;;;;;;;;;;;
05G26;Grundschule am Amalienhof;13593;Weinmeisterhornweg 120-122;Berlin;52.51301;13.16758;;;;;;;;;;;;;
01G08;Grundschule am Brandenburger Tor;10117;Wilhelmstr. 52;Berlin;52.51313;13.3828;;;;;;;;;;;;;
04G14;Reinhold-Otto-Grundschule;14050;Leistikowstr. 7-8;Berlin;52.51324;13.26841;;;;;;;;;;;;;
02P13;Netzwerk-Schule (Gemeinschaftsschule);10243;Marchlewskistr. 40;Berlin;52.51357;13.44371;;;;;;;;;;;;;
10P10;Internationale Lomonossow-Schule Berlin Marzahn (Gemeinschaftsschule);12683;Brebacher Weg 15;Berlin;52.51393;13.56886;;;;;;;;;;;;;
02Y01;Andreas-Gymnasium;10243;Koppenstr. 76;Berlin;52.51402;13.43473;;;;;;;;;;;;;
02G07;Ludwig-Hoffmann-Grundschule;10243;Lasdehner Str. 21-23;Berlin;52.51409;13.44866;;;;;;;;;;;;;
02S01;Temple-Grandin-Schule;10243;Lasdehner Str. 19;Berlin;52.51411;13.44946;;;;;;;;;;;;;
04G13;Nehring-Grundschule;14059;Nehringstr. 9-10;Berlin;52.51453;13.29254;;;;;;;;;;;;;
02Y04;Georg-Friedrich-Händel-Gymnasium;10247;Frankfurter Allee 6 A;Berlin;52.51483;13.45574;;;;;;;;;;;;;
04S02;Arno-Fuchs-Schule;10585;Richard-Wagner-Str. 30;Berlin;52.51491;13.30725;;;;;;;;;;;;;
02P20;WBS Training Schulen gGmbH;10247;Voigtstr. 3;Berlin;52.51539;13.46812;;;;;;;;;;;;;
01P14;BEST-Sabel Berufsakademie;10179;Littenstr. 109;Berlin;52.51548;13.4149;;;;;;;;;;;;;
11K06;Schule am Rathaus;10367;Rathausstr. 8;Berlin;52.51556;13.48061;;;;;;;;;;;;;
04P09;IFAG Institut für angewandte Gerontologie;10585;Haubachstr. 8;Berlin;52.51577;13.30555;;;;;;;;;;;;;
04P02;Schele-Schule (Grundschule);14052;Olympische Str. 23;Berlin;52.51598;13.25605;;;;;;;;;;;;;
04K06;Schule am Schloss (Integrierte Sekundarschule);14059;Schloßstr. 55 A;Berlin;52.51602;13.29797;;;;;;;;;;;;;
01G07;GutsMuths-Grundschule;10179;Singerstr. 8;Berlin;52.51618;13.42442;;;;;;;;;;;;;
02K01;Ellen-Key-Schule;10243;Rüdersdorfer Str. 20-27;Berlin;52.51622;13.43828;;;;;;;;;;;;;
11G33;33. Schule (Grundschule);10365;Rüdigerstr. 76;Berlin;52.51634;13.50123;;;;;;;;;;;;;
11S06;Selma-Lagerlöf-Schule;10365;Rüdiger Str. 76;Berlin;52.51634;13.50123;;;;;;;;;;;;;
04P35;Mentora Gymnasium;10587;Salzufer 6;Berlin;52.51641;13.32776;;;;;;;;;;;;;
01Y11;Max-Planck-Gymnasium;10179;Singerstr. 8 A;Berlin;52.51649;13.42336;;;;;;;;;;;;;
02G36;Blumen-Grundschule;10243;Andreasstr. 50;Berlin;52.51661;13.4323;;;;;;;;;;;;;
04B03;OSZ Kraftfahrzeugtechnik;10585;Gierkeplatz 1-3;Berlin;52.51683;13.30204;;;;;;;;;;;;;
02Y03;Heinrich-Hertz-Gymnasium;10247;Rigaer Str. 81-82;Berlin;52.51693;13.46283;;;;;;;;;;;;;
11G05;Schule auf dem lichten Berg (Grundschule);10365;Atzpodienstr. 19;Berlin;52.51704;13.49425;;;;;;;;;;;;;
04B01;Loschmidt-Oberschule;10587;Loschmidtstr. 19;Berlin;52.51735;13.31296;;;;;;;;;;;;;
04G12;Schinkel-Grundschule;10585;Nithackstr. 8;Berlin;52.51762;13.29859;;;;;;;;;;;;;
04P05;Evangelische Schule Charlottenburg (Integrierte Sekundarschule);10587;Guerickestr. 4-6;Berlin;52.51778;13.31562;;;;;;;;;;;;;
01G15;Anne-Frank-Grundschule;10557;Paulstr. 20 B;Berlin;52.51812;13.35602;;;;;;;;;;;;;
05P13;Wilhelmstadt Schulen;13593;Wilhelmstr. 28-30;Berlin;52.51861;13.18261;;;;;;;;;;;;;
02G03;Justus-von-Liebig-Grundschule;10247;Liebigstr. 18A;Berlin;52.51871;13.45787;;;;;;;;;;;;;
02K07;Georg-Weerth-Schule;10249;Eckertstr. 16a;Berlin;52.51875;13.45011;;;;;;;;;;;;;
02G04;Pettenkofer-Grundschule;10247;Pettenkoferstr. 20-24;Berlin;52.51894;13.47073;;;;;;;;;;;;;
04P22;Erste Aktivschule Charlottenburg (Grundschule);10587;Alt-Lietzow 31;Berlin;52.5192;13.31047;;;;;;;;;;;;;
04P27;Schule am Westend;14050;Spandauer Damm 130;Berlin;52.51929;13.27617;;;;;;;;;;;;;
10P13;BEST-Sabel-Grundschule Kaulsdorf;12619;Wernerstr. 48;Berlin;52.51932;13.60068;;;;;;;;;;;;;
02S03;Margarethe-von-Witzleben-Schule;10243;Palisadenstr. 76-77;Berlin;52.51987;13.43468;;;;;;;;;;;;;
01Y12;Gymnasium Tiergarten;10555;Altonaer Str. 26;Berlin;52.51991;13.33976;;;;;;;;;;;;;
05P19;SIS Swiss International School Berlin;13593;Heerstr. 465;Berlin;52.5202221;13.1546599;;;;;;;;;;;;;
05G05;Christoph-Földerich-Grundschule;13595;Földerichplatz 5;Berlin;52.5203;13.19306;;;;;;;;;;;;;
04A08;Sportschule im Olympiapark - Poelchau-Schule;14053;Prinz-Friedrich-Karl-Weg 1;Berlin;52.5203;13.23869;;;;;;;;;;;;;
11P18;Akademie für berufliche Bildung (AFBB) gGmbH;10365;Bornitzstr. 73-75;Berlin;52.5208;13.49068;;;;;;;;;;;;;
02P12;KreativitätsGrundschule Berlin Friedrichshain;10243;Strausberger Str. 38;Berlin;52.52101;13.43208;;;;;;;;;;;;;
02G01;Spartacus-Grundschule;10249;Friedenstr. 40-45;Berlin;52.52103;13.4359;;;;;;;;;;;;;
05G21;Paul-Moor-Grundschule;13595;Adamstr. 24-25;Berlin;52.5211;13.1902;;;;;;;;;;;;;
02P25;Evangelische Schule Berlin Friedrichshain (Grundschule);10249;Petersburger Platz 5;Berlin;52.52114;13.44984;;;;;;;;;;;;;
10G29;Grundschule an der Wuhle;12619;Teterower Ring 79;Berlin;52.52119;13.58081;;;;;;;;;;;;;
04G05;Dietrich-Bonhoeffer-Grundschule;14050;Spandauer Damm 205-215;Berlin;52.52122;13.26104;;;;;;;;;;;;;
01P55;FRÖBEL Akademie gGmbH - Fachschule für Sozialpädagogik;10178;Alexanderstr. 9;Berlin;52.52127;13.41633;;;;;;;;;;;;;
01G19;Hansa-Grundschule;10555;Lessingstr. 5;Berlin;52.52144;13.3403;;;;;;;;;;;;;
02B05;Jane-Addams-Schule (OSZ Sozialwesen);10249;Straßmannstr. 14-16;Berlin;52.52169;13.4485;;;;;;;;;;;;;
10G30;Mahlsdorfer Grundschule;12623;Feldrain 47;Berlin;52.5219;13.6293;;;;;;;;;;;;;
11S07;Carl-von-Linné-Schule;10367;Paul-Junius-Str. 15;Berlin;52.52192;13.47303;;;;;;;;;;;;;
05G22;Christian-Morgenstern-Grundschule;13593;Räcknitzer Steig 12;Berlin;52.52196;13.16934;;;;;;;;;;;;;
01G16;Moabiter Grundschule;10557;Paulstr. 28;Berlin;52.52223;13.35685;;;;;;;;;;;;;
01S07;Charlotte-Pfeffer-Schule;10178;Berolinastr. 8;Berlin;52.52225;13.42417;;;;;;;;;;;;;
11G03;Schule im Gutspark (Grundschule);10367;Josef-Orlopp-Str. 20;Berlin;52.52258;13.48306;;;;;;;;;;;;;
01B02;Staatliche Technikerschule Berlin;10555;Bochumer Str. 8 B;Berlin;52.52267;13.33803;;;;;;;;;;;;;
01P01;Evangelische Schule Berlin Mitte (Gemeinschaftsschule);10178;Rochstr. 7;Berlin;52.52282;13.40619;;;;;;;;;;;;;
05P18;Freie Georgschule;13595;Götelstr. 140;Berlin;52.52308;13.20356;;;;;;;;;;;;;
01P36;BTB Schulzentrum gGmbH;10178;Alexanderstr. 5;Berlin;52.52334;13.41544;;;;;;;;;;;;;
04G08;Mierendorff-Grundschule;10589;Mierendorffstr. 20-24;Berlin;52.52335;13.30301;;;;;;;;;;;;;
01G47;Miriam-Makeba-Grundschule;10555;Zinzendorfstr. 15-16;Berlin;52.52339;13.3315;;;;;;;;;;;;;
11B01;Hein-Moeller-Schule (OSZ Energietechnik II);10315;Allee der Kosmonauten 18;Berlin;52.52346;13.51274;;;;;;;;;;;;;
11P19;Semper Fachschulen gGmbH;10367;Möllendorffstr. 45-52;Berlin;52.5238;13.47998;;;;;;;;;;;;;
01B01;OSZ Banken, Immobilien und Versicherungen;10557;Alt-Moabit 10;Berlin;52.52392;13.35788;;;;;;;;;;;;;
01P42;WWV Bildungsakademie gGmbH;10178;Alexanderstr. 1;Berlin;52.52408;13.41373;;;;;;;;;;;;;
02G02;Hausburg-Grundschule;10249;Hausburgstr. 20;Berlin;52.52425;13.45429;;;;;;;;;;;;;
11P15;Donner + Kern gGmbH;10367;Möllendorffstr. 48;Berlin;52.52431;13.48085;;;;;;;;;;;;;
04P23;Jüdische Traditionsschule;14052;Spandauer Damm 220;Berlin;52.52453;13.25795;;;;;;;;;;;;;
11P20;INHAUS Akademie - Berufsfachschule für Altenpflege;10367;Möllendorffstr. 49;Berlin;52.52459;13.48057;;;;;;;;;;;;;
01K04;Heinrich-von-Stephan-Gemeinschaftsschule;10553;Neues Ufer 6;Berlin;52.52471;13.31662;;;;;;;;;;;;;
11P14;Schulen der BAWI gGmbH;10369;Franz-Jacob-Str. 2;Berlin;52.52498;13.46531;;;;;;;;;;;;;
01P03;Jüdisches Gymnasium Moses Mendelssohn;10115;Große Hamburger Str. 27;Berlin;52.52499;13.39937;;;;;;;;;;;;;
10P14;dreieins-Grundschule Berlin-Kaulsdorf;12619;Peter-Huchel-Straße 35;Berlin;52.52505;13.59205;;;;;;;;;;;;;
02P11;Berlin Bilingual School (Grundschule);10249;Weinstr. 1;Berlin;52.52525;13.4254;;;;;;;;;;;;;
05K03;Bertolt-Brecht-Oberschule (Integrierte Sekundarschule);13595;Wilhelmstr. 10;Berlin;52.52531;13.19316;;;;;;;;;;;;;
05K02;Carlo-Schmid-Oberschule (Integrierte Sekundarschule);13581;Lutoner Str. 15-19;Berlin;52.52536;13.17467;;;;;;;;;;;;;
11P17;Pädalogik GmbH - Fachschule für Sozialpädagogik;10369;Rudolf-Seiffert-Str. 50 A;Berlin;52.52556;13.46915;;;;;;;;;;;;;
05G10;Grundschule am Birkenhain;13581;Seeburger Str. 59;Berlin;52.52561;13.17999;;;;;;;;;;;;;
02K05;Schule am Königstor (Integrierte Sekundarschule);10249;Weinstr. 3;Berlin;52.52574;13.42621;;;;;;;;;;;;;
10G28;Grundschule am Hollerbusch;12619;Erich-Kästner-Str. 64;Berlin;52.52594;13.59486;;;;;;;;;;;;;
01P52;Schulen der ASIG Stiftung e.V.;10553;Kaiserin-Augusta-Allee 14;Berlin;52.52596;13.32158;;;;;;;;;;;;;
01P04;Freie Waldorfschule Berlin Mitte;10178;Weinmeisterstr. 16;Berlin;52.52607;13.40458;;;;;;;;;;;;;
10P20;Chance Bildung, Jugend und Sport BJS gGmbH;12681;Allee der Kosmonauten 35A;Berlin;52.52637;13.5322;;;;;;;;;;;;;
11S05;Schule am grünen Grund;10365;Herzbergstr. 79;Berlin;52.52641;13.50608;;;;;;;;;;;;;
01P40;Berufsfachschule Paulo Freire im Zentrum ÜBERLEBEN;10559;Turmstr. 21;Berlin;52.52642;13.34785;;;;;;;;;;;;;
01G04;Kastanienbaum-Grundschule;10119;Gipsstr. 23 A;Berlin;52.52668;13.40183;;;;;;;;;;;;;
01A04;Berlin-Kolleg;10551;Turmstr. 75;Berlin;52.52669;13.33393;;;;;;;;;;;;;
03S03;Helene-Haeusler-Schule;10405;Mendelssohnstr. 10;Berlin;52.52691;13.41939;;;;;;;;;;;;;
01P16;Berlin Metropolitan School (Integrierte Sekundarschule);10115;Linienstr. 122;Berlin;52.52695;13.3906;;;;;;;;;;;;;
11Y02;Johann-Gottfried-Herder-Gymnasium;10369;Franz-Jacob-Str. 8;Berlin;52.52698;13.46705;;;;;;;;;;;;;
01P54;GFBI gGmbH - Gesellschaft für Berufsbildung und Integration;10551;Turmstr. 44;Berlin;52.52701;13.33455;;;;;;;;;;;;;
05S03;Schule am Gartenfeld;13581;Seecktstr. 2;Berlin;52.52735;13.18877;;;;;;;;;;;;;
01G05;Grundschule Neues Tor;10115;Hannoversche Str. 20;Berlin;52.52739;13.38057;;;;;;;;;;;;;
11G38;38. Schule (Grundschule);10369;Paul-Junius-Str. 69;Berlin;52.52741;13.47756;;;;;;;;;;;;;
01P22;Berlin Cosmopolitan School;10119;Rückerstr. 9;Berlin;52.52776;13.40671;;;;;;;;;;;;;
01G46;Grundschule am Koppenplatz;10115;Koppenplatz 12;Berlin;52.52784;13.39757;;;;;;;;;;;;;
01P05;Katholische Schule Sankt Paulus (Grundschule);10551;Waldenserstr. 27;Berlin;52.52841;13.33481;;;;;;;;;;;;;
01G18;Carl-Bolle-Grundschule;10551;Waldenserstr. 20-21;Berlin;52.52879;13.33227;;;;;;;;;;;;;
10P19;DRK - Schule für soziale Berufe Berlin gGmbH;12681;Meeraner Str. 5;Berlin;52.52889;13.52213;;;;;;;;;;;;;
11G02;Schule am Roederplatz (Grundschule);10367;Bernhard-Bästlein-Str. 22;Berlin;52.52891;13.48219;;;;;;;;;;;;;
04Y04;Gottfried-Keller-Gymnasium;10589;Olbersstr. 38;Berlin;52.52893;13.30226;;;;;;;;;;;;;
10K09;Konrad-Wachsmann-Schule;12627;Geithainer Str. 12;Berlin;52.52902;13.62101;;;;;;;;;;;;;
03K07;Tesla-Schule (Gemeinschaftsschule);10407;Rudi-Arndt-Str. 18;Berlin;52.52906;13.44617;;;;;;;;;;;;;
03G48;48. Schule (Grundschule);10407;Conrad-Blenkle-Str. 20;Berlin;52.52915;13.44917;;;;;;;;;;;;;
11G01;Sonnenuhr-Schule (Grundschule);10369;Franz-Jacob-Str. 33;Berlin;52.52918;13.46704;;;;;;;;;;;;;
10G13;Johann-Strauss-Grundschule;12683;Cecilienstr. 80/81;Berlin;52.52925;13.55996;;;;;;;;;;;;;
10G25;Grundschule am Schleipfuhl;12627;Nossener Str. 85;Berlin;52.52927;13.60814;;;;;;;;;;;;;
10S07;Schule am Rosenhain;12627;Klingenthaler Str. 32;Berlin;52.52964;13.60261;;;;;;;;;;;;;
10G14;Grundschule unter dem Regenbogen;12681;Murtzaner Ring 35/37;Berlin;52.52973;13.54281;;;;;;;;;;;;;
05G01;Ernst-Ludwig-Heim-Grundschule;13597;Grunewaldstr. 8;Berlin;52.53016;13.20687;;;;;;;;;;;;;
05G08;Konkordia-Grundschule;13581;Elsflether Weg 26;Berlin;52.53025;13.19201;;;;;;;;;;;;;
10B01;Oscar-Tietz-Schule (OSZ Handel II);12681;Marzahner Chaussee 231;Berlin;52.53028;13.53316;;;;;;;;;;;;;
01G11;Kurt-Tucholsky-Grundschule;10559;Rathenower Str. 18;Berlin;52.53031;13.35314;;;;;;;;;;;;;
01K07;Hemingway-Schule;10115;Gartenstraße 10-17;Berlin;52.53042;13.39163;;;;;;;;;;;;;
03G02;Heinrich-Roller-Grundschule;10405;Heinrich-Roller-Str. 18;Berlin;52.5306;13.42362;;;;;;;;;;;;;
03P08;Katholisches Schulzentrum Edith Stein;10405;Greifswalder Str. 18;Berlin;52.53073;13.42721;;;;;;;;;;;;;
01Y02;John-Lennon-Gymnasium;10119;Zehdenicker Str. 17;Berlin;52.53083;13.40437;;;;;;;;;;;;;
05G17;Astrid-Lindgren-Grundschule;13591;Südekumzeile 5;Berlin;52.53088;13.15675;;;;;;;;;;;;;
10S04;Schule am Pappelhof;12683;Ketschendorfer Weg 21;Berlin;52.53113;13.55343;;;;;;;;;;;;;
03K01;Kurt-Schwitters-Schule;10405;Greifswalder Str. 25;Berlin;52.5316;13.42824;;;;;;;;;;;;;
11G32;Hans-Rosenthal-Grundschule;10367;Bernhard-Bästlein-Str. 56;Berlin;52.53174;13.48115;;;;;;;;;;;;;
01P51;mediencollege Berlin gGmbH;10115;Invalidenstr. 17;Berlin;52.5319;13.39014;;;;;;;;;;;;;
03P36;WETEK - Fachschule für Sozialpädagogik;10119;Christinenstr. 18-19;Berlin;52.53204;13.41047;;;;;;;;;;;;;
03P43;Pfefferwerk - Fachschule für Sozialpädagogik;10119;Christinenstr. 18/19;Berlin;52.53204;13.41047;;;;;;;;;;;;;
10P09;Sabine-Ball-Grundschule;12627;Lichtenhainer Str. 2;Berlin;52.53245;13.61631;;;;;;;;;;;;;
10G22;Kolibri-Grundschule;12627;Schönewalder Str. 9;Berlin;52.53267;13.61898;;;;;;;;;;;;;
01G02;Papageno-Grundschule;10115;Bergstr. 58;Berlin;52.53279;13.39124;;;;;;;;;;;;;
10Y03;Wilhelm-von-Siemens-Gymnasium;12683;Allee der Kosmonauten 134;Berlin;52.5333;13.55076;;;;;;;;;;;;;
01K09;Hedwig-Dohm-Schule (Integrierte Sekundarschule);10559;Stephanstr. 27;Berlin;52.53356;13.34655;;;;;;;;;;;;;
03G16;Grundschule am Teutoburger Platz;10119;Templiner Str. 1-3;Berlin;52.5336;13.4092;;;;;;;;;;;;;
03P38;S.K.O.U.T. - Fachschule für Sozialpädagogik;10405;Marienburger Str. 18;Berlin;52.53378;13.42685;;;;;;;;;;;;;
03G05;Homer-Grundschule;10407;Pasteurstr. 10/12;Berlin;52.53385;13.43242;;;;;;;;;;;;;
03Y13;Felix-Mendelssohn-Bartholdy-Gymnasium;10407;Pasteurstraße 7;Berlin;52.5341;13.43248;;;;;;;;;;;;;
05G14;Linden-Grundschule;13591;Staakener Feldstr. 6-8;Berlin;52.5341825;13.1407414;;;;;;;;;;;;;
10Y11;Melanchthon-Gymnasium;12627;Adele-Sandrock-Str. 73-75;Berlin;52.53435;13.6187;;;;;;;;;;;;;
10K07;Caspar-David-Friedrich-Schule;12629;Alte Hellersdorfer Str. 7;Berlin;52.53461;13.5892;;;;;;;;;;;;;
01P07;Lazarus Schulen der Hoffnungstaler Stiftung Lobetal;13355;Bernauer Str. 115-118;Berlin;52.53478;13.3886;;;;;;;;;;;;;
03P26;Lauder Beth-Zion Schule (Gemeinschaftsschule);10405;Rykestr. 53;Berlin;52.53498;13.41906;;;;;;;;;;;;;
03G06;Bötzow-Grundschule;10407;John-Schehr-Str. 38;Berlin;52.53503;13.43927;;;;;;;;;;;;;
03G38;Grundschule im Blumenviertel;10407;Syringenplatz 30;Berlin;52.53516;13.4576;;;;;;;;;;;;;
03P03;Schulen Christburg Campus Prenzlauer Berg;10405;Christburger Str. 14;Berlin;52.53524;13.42824;;;;;;;;;;;;;
01K10;Theodor-Heuss-Gemeinschaftsschule;10559;Quitzowstr. 141;Berlin;52.53525;13.3534;;;;;;;;;;;;;
03Y17;Gymnasium am Europasportpark;10407;Kniprodestr. 29;Berlin;52.53526;13.44709;;;;;;;;;;;;;
03P15;AUCOTEAM GmbH;10407;Storkower Str. 115 A;Berlin;52.5355;13.4541;;;;;;;;;;;;;
05G23;Grundschule am Brandwerder;13591;Spandauer Str. 86;Berlin;52.53588;13.15294;;;;;;;;;;;;;
05K09;Schule am Staakener Kleeblatt (Integrierte Sekundarschule);13591;Brunsbütteler Damm 431-437;Berlin;52.53592;13.1319;;;;;;;;;;;;;
03G04;Grundschule an der Marie;10405;Christburger Str. 7;Berlin;52.53607;13.4257;;;;;;;;;;;;;
10A04;Victor-Klemperer-Kolleg;12681;Martha-Arendsee-Str. 15;Berlin;52.53626;13.53893;;;;;;;;;;;;;
11K04;Gutenberg-Schule;13055;Sandinostr. 10;Berlin;52.53659;13.48441;;;;;;;;;;;;;
01Y04;Musikgymnasium Carl Philipp Emanuel Bach;10115;Rheinsberger Str. 4-5;Berlin;52.53665;13.39561;;;;;;;;;;;;;
10K10;Wolfgang-Amadeus-Mozart-Schule (Gemeinschaftsschule);12627;Cottbusser Str. 23;Berlin;52.53683;13.59652;;;;;;;;;;;;;
01G01;Grundschule am Arkonaplatz;10115;Ruppiner Str. 47-48;Berlin;52.53722;13.40023;;;;;;;;;;;;;
11G18;Schule am Wilhelmsberg (Grundschule);13055;Sandinostr. 8 und Mittelstraße 16;Berlin;52.53727;13.48393;;;;;;;;;;;;;
11G17;Brodowin-Schule (Grundschule);13055;Liebenwalder Str. 22;Berlin;52.53735;13.50081;;;;;;;;;;;;;
05P06;Werner-von-Siemens-Werkberufsschule der Siemens AG;13629;Nonnendammallee 104;Berlin;52.53735;13.26056;;;;;;;;;;;;;
03G03;Grundschule am Kollwitzplatz;10435;Knaackstr. 67;Berlin;52.53778;13.41488;;;;;;;;;;;;;
10G12;Grundschule an der Geißenweide;12685;Amanlisweg 40;Berlin;52.53779;13.55222;;;;;;;;;;;;;
01G38;Gustav-Falke-Grundschule;13355;Strelitzer Str. 42;Berlin;52.53797;13.39165;;;;;;;;;;;;;
04B05;Anna-Freud-Schule (OSZ Sozialwesen);13627;Halemweg 22;Berlin;52.53804;13.2876;;;;;;;;;;;;;
05K07;Schule an der Jungfernheide (Integrierte Sekundarschule);13629;Lenther Steig 1-3;Berlin;52.53808;13.26705;;;;;;;;;;;;;
01G48;48. Schule (Grundschule);10115;Boyenstr. 1;Berlin;52.5381627;13.3731249;;;;;;;;;;;;;
05Y05;Lily-Braun-Gymnasium;13597;Münsingerstr. 2;Berlin;52.53828;13.19923;;;;;;;;;;;;;
01P18;Bilinguale Schule Phorms Berlin Mitte;13355;Ackerstr. 76;Berlin;52.53855;13.38441;;;;;;;;;;;;;
05G04;Klosterfeld-Grundschule;13583;Seegefelder Str. 125;Berlin;52.53858;13.18038;;;;;;;;;;;;;
10B02;Rahel-Hirsch-Schule (OSZ Gesundheit/Medizin);12627;Peter-Weiss-Gasse 8;Berlin;52.5386;13.60791;;;;;;;;;;;;;
05B02;Knobelsdorff-Schule (OSZ Bautechnik I);13599;Nonnendammallee 140-143;Berlin;52.53909;13.24309;;;;;;;;;;;;;
01K03;Ernst-Reuter-Schule;13355;Stralsunder Str. 57;Berlin;52.53914;13.39345;;;;;;;;;;;;;
05A03;VHS Spandau - Harri-Reinert;13597;Carl-Schurz-Straße 59;Berlin;52.53915;13.20509;;;;;;;;;;;;;
04G11;Helmuth-James-von-Moltke-Grundschule;13627;Heckerdamm 221;Berlin;52.53926;13.30127;;;;;;;;;;;;;
04G09;Erwin-von-Witzleben-Grundschule;13627;Halemweg 34;Berlin;52.5395;13.28728;;;;;;;;;;;;;
03G45;Grundschule im Hofgarten;10435;Danziger Str. 50;Berlin;52.53958;13.42003;;;;;;;;;;;;;
03P42;Weiterdenker-Fachschule für Sozialpädagogik;10435;Danziger Str. 50;Berlin;52.53958;13.42003;;;;;;;;;;;;;
11K09;Philipp-Reis-Schule (Integrierte Sekundarschule);13055;Werneuchener Str. 15;Berlin;52.53958;13.49579;;;;;;;;;;;;;
10G11;Grundschule an der Mühle;12685;Kienbergstr. 59;Berlin;52.5397;13.56586;;;;;;;;;;;;;
